bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,Manhattan,Brooklyn,Queens,Entire_home,Private_room,Shared_room,price
1.0,0,2,0,50,2,15,130,98,1,0,0,1,0,0,215
1.0,0,0,100,25,4,10,8,91,0,1,0,1,0,0,201
1.0,1,1,750,125,2,100,29,99,1,0,0,1,0,0,103
1.0,1,1,250,85,1,35,166,94,0,1,0,0,1,0,72
1.0,1,1,500,145,2,50,60,94,1,0,0,1,0,0,240
2.0,2,2,300,100,2,50,108,97,0,1,0,1,0,0,150
2.5,3,3,500,125,6,50,181,97,0,1,0,1,0,0,345
1.0,0,1,100,50,1,0,134,92,0,1,0,1,0,0,95
1.0,1,1,500,150,2,50,29,94,1,0,0,1,0,0,150
1.5,1,1,250,88,2,0,97,100,1,0,0,0,1,0,95
1.0,1,0,0,85,1,0,61,96,1,0,0,0,1,0,90
1.0,1,1,0,40,1,15,79,84,1,0,0,0,1,0,44
1.0,1,1,500,99,2,50,38,100,1,0,0,1,0,0,299
1.0,2,2,0,80,1,0,14,97,0,1,0,1,0,0,240
1.0,1,1,0,120,2,50,6,97,1,0,0,1,0,0,200
1.0,0,1,400,105,1,0,31,99,1,0,0,1,0,0,195
1.0,1,2,300,80,2,25,143,94,1,0,0,1,0,0,173
1.0,2,3,100,125,2,15,111,96,0,1,0,1,0,0,175
1.0,1,3,100,60,2,60,128,92,1,0,0,0,1,0,130
1.0,1,2,110,35,1,15,72,95,0,1,0,0,1,0,38
1.0,1,1,300,50,2,0,108,90,1,0,0,0,1,0,125
1.0,1,1,110,33,1,10,85,95,0,1,0,0,1,0,32
1.0,1,1,1000,80,2,40,158,94,1,0,0,1,0,0,160
1.0,0,1,500,60,1,35,44,94,0,1,0,1,0,0,97
1.0,1,1,100,65,1,50,143,96,1,0,0,0,1,0,84
2.0,2,2,500,180,4,25,19,98,0,1,0,1,0,0,275
1.0,0,1,0,25,1,10,2,100,0,1,0,1,0,0,70
1.0,1,1,500,150,3,100,26,99,1,0,0,1,0,0,249
1.0,0,1,250,50,1,0,26,96,0,1,0,1,0,0,70
1.5,1,4,0,25,1,10,70,92,0,0,1,0,1,0,45
2.5,1,1,0,20,1,15,1,100,0,1,0,0,1,0,70
1.0,2,2,275,75,2,25,15,88,0,1,0,1,0,0,159
1.0,1,1,200,25,1,50,2,100,1,0,0,0,1,0,228
2.0,1,3,150,15,1,10,17,99,0,1,0,0,1,0,67
1.0,1,1,0,39,2,19,108,88,0,0,1,0,1,0,79
1.0,1,2,100,20,1,20,95,94,0,0,1,0,1,0,66
1.0,1,1,300,95,1,20,123,97,0,1,0,1,0,0,140
1.0,2,5,150,100,4,25,156,91,0,1,0,1,0,0,140
1.0,1,1,250,65,2,35,17,96,0,0,1,1,0,0,130
1.0,1,1,200,75,2,25,79,100,0,1,0,1,0,0,250
1.0,1,2,250,100,2,25,17,98,1,0,0,1,0,0,140
1.0,1,0,0,80,1,30,1,100,0,1,0,0,1,0,100
1.0,1,1,500,75,1,0,52,100,0,1,0,1,0,0,175
1.0,0,1,0,150,1,25,37,90,0,1,0,1,0,0,150
1.5,1,1,100,30,1,0,1,100,1,0,0,0,1,0,90
1.0,1,1,0,50,2,10,84,99,0,0,0,1,0,0,120
1.0,1,2,300,100,2,50,97,96,0,0,1,1,0,0,85
1.0,3,3,195,195,3,24,177,90,1,0,0,1,0,0,174
1.0,2,5,200,100,4,20,77,91,0,0,1,1,0,0,180
1.5,1,1,200,80,1,20,19,77,1,0,0,0,1,0,52
1.0,1,1,350,30,1,25,36,96,1,0,0,0,1,0,85
1.0,0,1,0,80,1,0,7,100,0,1,0,1,0,0,119
1.0,1,1,0,40,1,20,57,97,1,0,0,0,1,0,90
1.0,0,3,200,75,2,25,177,97,0,1,0,1,0,0,97
1.5,3,3,300,100,1,0,13,100,0,1,0,1,0,0,399
1.0,2,2,100,100,2,50,39,98,0,1,0,1,0,0,151
1.0,1,1,0,100,1,28,87,97,1,0,0,1,0,0,130
1.0,1,1,0,40,1,20,12,90,0,1,0,0,1,0,69
1.0,2,3,500,90,4,20,89,90,0,0,1,1,0,0,150
1.5,1,1,0,120,2,50,30,98,1,0,0,1,0,0,195
1.0,1,2,0,50,3,50,26,96,1,0,0,1,0,0,251
1.0,0,3,1500,150,2,20,16,97,0,0,0,1,0,0,140
1.0,1,1,500,90,2,25,88,97,0,1,0,1,0,0,250
1.0,1,1,250,105,2,25,85,97,1,0,0,1,0,0,220
1.5,1,1,500,25,1,50,25,100,0,1,0,0,1,0,89
1.0,2,3,300,90,2,25,31,89,0,1,0,1,0,0,199
2.0,1,1,0,39,1,0,62,93,0,1,0,0,1,0,72
1.0,1,2,0,60,1,0,6,80,0,1,0,1,0,0,80
1.0,1,1,300,39,1,49,160,93,1,0,0,0,1,0,99
1.0,1,5,300,150,6,0,19,92,1,0,0,1,0,0,250
1.0,1,1,200,75,1,25,15,96,0,1,0,0,1,0,100
1.0,0,1,0,100,1,0,9,100,1,0,0,1,0,0,189
2.0,2,3,375,99,2,42,59,93,1,0,0,1,0,0,480
1.0,1,1,110,30,1,10,84,96,0,1,0,0,1,0,33
1.0,1,3,200,100,2,10,38,98,0,0,1,1,0,0,135
1.0,0,1,300,100,3,10,164,92,0,1,0,1,0,0,135
1.5,1,1,400,125,1,0,12,100,1,0,0,1,0,0,450
1.0,1,1,150,80,2,25,43,94,0,1,0,1,0,0,150
1.0,1,1,0,15,1,15,176,96,0,1,0,0,1,0,79
1.0,1,1,0,30,1,10,93,94,0,1,0,0,1,0,60
1.0,1,1,100,10,1,10,49,93,0,0,1,0,1,0,45
1.0,1,4,500,75,3,25,136,94,1,0,0,1,0,0,175
1.0,1,2,1000,120,2,25,19,97,1,0,0,1,0,0,345
1.0,1,1,500,150,3,30,7,94,1,0,0,1,0,0,250
1.0,2,2,500,25,1,0,42,95,0,1,0,1,0,0,150
1.0,2,3,100,85,1,0,127,86,1,0,0,1,0,0,225
1.0,1,1,300,0,1,15,4,100,0,1,0,0,1,0,80
1.0,1,2,100,59,4,10,143,92,0,0,0,0,1,0,53
1.0,2,1,100,50,1,0,4,95,0,1,0,1,0,0,115
1.0,1,1,500,0,1,0,64,88,0,0,1,1,0,0,75
1.0,1,1,100,25,1,0,36,78,1,0,0,0,1,0,45
1.0,1,1,1200,75,1,40,13,95,0,1,0,0,1,0,79
1.0,1,2,350,90,2,25,68,91,0,1,0,1,0,0,150
1.0,1,1,250,50,1,25,100,94,0,1,0,1,0,0,100
1.0,1,3,200,50,1,30,78,95,1,0,0,1,0,0,115
1.0,1,1,200,35,1,10,26,94,1,0,0,0,1,0,39
1.0,1,1,1600,65,1,35,7,100,0,1,0,0,1,0,85
1.0,1,1,0,80,1,25,26,99,0,0,1,0,1,0,72
1.0,1,1,500,75,2,26,57,90,1,0,0,1,0,0,115
1.0,2,2,300,95,4,65,82,93,0,0,1,1,0,0,325
1.0,1,1,100,15,1,0,111,79,0,1,0,0,1,0,32
1.0,0,0,0,60,1,0,72,90,1,0,0,1,0,0,95
1.0,1,1,150,20,1,15,89,96,1,0,0,0,1,0,80
1.5,1,1,100,10,1,0,2,100,0,1,0,0,1,0,50
1.0,1,1,300,80,1,0,37,95,1,0,0,1,0,0,395
1.0,1,1,200,30,1,20,89,97,0,1,0,0,1,0,79
1.0,1,1,300,60,1,25,67,95,1,0,0,0,1,0,98
1.0,1,1,250,50,2,40,4,100,0,1,0,1,0,0,120
1.0,1,1,0,25,1,25,54,86,1,0,0,1,0,0,125
1.0,0,1,1000,70,1,0,13,83,0,1,0,0,1,0,89
1.0,1,1,100,45,1,0,7,89,1,0,0,0,1,0,75
1.0,1,1,0,40,1,20,42,92,1,0,0,0,1,0,69
1.0,1,1,0,70,1,0,19,83,1,0,0,0,1,0,45
2.0,1,1,250,30,1,15,6,100,0,0,1,0,1,0,55
1.5,1,1,0,60,1,40,17,82,0,1,0,0,1,0,45
1.0,1,1,300,125,2,100,177,98,1,0,0,1,0,0,199
1.0,2,3,1000,150,4,0,34,95,0,1,0,1,0,0,400
1.0,0,1,0,75,1,0,31,92,1,0,0,1,0,0,175
1.0,1,1,0,150,2,75,43,95,0,1,0,1,0,0,151
1.0,1,1,350,60,1,25,5,100,1,0,0,1,0,0,110
1.0,1,0,200,70,2,70,58,94,0,1,0,1,0,0,110
2.0,2,2,500,150,2,30,1,91,1,0,0,1,0,0,150
1.0,1,2,0,25,1,10,26,98,0,0,0,0,1,0,65
1.0,1,2,0,100,2,10,54,96,1,0,0,1,0,0,150
2.0,2,3,300,150,4,0,92,93,1,0,0,1,0,0,299
1.0,1,1,300,75,1,25,130,94,1,0,0,0,1,0,109
1.0,1,1,300,79,2,0,52,98,1,0,0,1,0,0,239
1.0,1,1,100,80,1,35,52,92,0,1,0,1,0,0,124
1.0,1,2,124,25,2,25,64,96,0,1,0,0,1,0,69
1.0,1,1,500,100,2,25,55,97,1,0,0,1,0,0,220
1.0,1,4,500,25,1,15,19,99,0,1,0,0,1,0,51
1.0,1,3,200,50,3,25,20,91,1,0,0,1,0,0,139
1.0,1,1,200,100,1,0,45,98,0,1,0,1,0,0,100
1.0,1,1,175,70,1,0,105,93,1,0,0,1,0,0,135
1.0,1,1,0,25,1,12,77,98,0,1,0,0,1,0,50
2.0,3,3,1000,150,4,0,6,97,0,1,0,1,0,0,350
1.0,0,2,0,150,2,50,26,83,1,0,0,1,0,0,150
1.0,1,1,250,75,2,0,10,98,1,0,0,0,1,0,150
1.0,1,2,250,75,2,0,57,91,0,0,1,1,0,0,99
1.0,2,2,0,120,4,30,7,86,0,1,0,1,0,0,210
1.0,1,1,1200,75,1,40,20,89,0,1,0,0,1,0,79
1.0,1,1,225,53,1,0,7,100,0,0,1,1,0,0,64
1.0,1,1,100,20,1,20,66,94,1,0,0,0,1,0,55
1.0,1,2,0,0,1,40,8,91,0,1,0,0,1,0,55
1.0,1,1,300,50,2,40,16,94,0,1,0,1,0,0,130
1.0,1,1,0,50,1,20,44,98,0,1,0,0,1,0,100
1.0,0,2,500,55,2,50,4,93,1,0,0,1,0,0,200
1.0,1,1,200,50,2,40,191,100,1,0,0,0,1,0,180
1.0,1,1,0,15,1,15,98,84,0,1,0,0,1,0,33
1.0,2,0,500,150,2,25,34,90,1,0,0,1,0,0,250
1.0,1,1,0,75,2,30,49,99,0,1,0,1,0,0,149
1.0,0,1,0,75,2,50,122,86,0,1,0,1,0,0,85
1.0,0,1,95,70,1,40,23,86,1,0,0,1,0,0,90
1.0,1,2,1000,175,3,10,16,95,1,0,0,1,0,0,180
1.0,1,1,151,60,1,15,162,95,0,0,1,1,0,0,65
1.0,1,1,100,40,1,35,4,100,1,0,0,0,1,0,62
2.0,1,1,0,35,2,25,138,97,1,0,0,0,1,0,93
1.0,1,4,150,65,1,25,150,94,1,0,0,0,1,0,135
1.0,2,3,500,100,4,30,29,97,1,0,0,1,0,0,303
1.0,1,2,500,100,3,50,104,94,0,1,0,1,0,0,111
1.0,1,1,0,50,1,35,10,98,0,1,0,0,1,0,60
1.0,2,3,300,75,4,25,159,98,0,1,0,1,0,0,185
1.0,1,1,250,80,1,30,37,93,0,0,1,0,1,0,100
1.0,1,1,0,90,2,50,98,95,1,0,0,0,1,0,130
1.0,1,1,0,75,2,0,2,100,0,1,0,1,0,0,125
1.0,1,1,200,20,1,40,40,96,0,1,0,0,1,0,70
1.0,1,1,150,50,1,5,90,96,0,1,0,0,1,0,80
1.0,1,1,0,0,1,40,13,94,0,1,0,0,1,0,100
1.0,1,1,200,50,1,50,3,93,0,1,0,0,1,0,61
1.0,1,1,500,50,2,35,14,100,0,0,1,0,1,0,100
1.0,2,0,500,100,1,0,1,100,1,0,0,1,0,0,340
1.0,1,1,100,30,1,25,183,95,0,1,0,0,1,0,75
1.0,1,1,300,75,2,30,6,97,0,1,0,1,0,0,130
1.0,1,1,100,50,1,0,22,91,1,0,0,1,0,0,112
1.0,1,4,0,70,4,20,142,91,1,0,0,1,0,0,165
1.0,1,0,200,100,1,0,8,100,1,0,0,0,1,0,80
1.0,1,1,200,85,1,0,94,99,0,1,0,1,0,0,150
1.0,1,1,0,17,1,24,79,95,1,0,0,0,1,0,49
1.0,1,1,500,125,1,15,46,94,1,0,0,1,0,0,225
1.0,0,1,100,125,1,24,81,88,1,0,0,1,0,0,80
1.0,1,2,180,85,3,100,38,96,1,0,0,0,1,0,208
1.0,2,2,0,120,1,0,8,97,1,0,0,1,0,0,156
1.0,1,1,200,35,1,0,9,100,0,1,0,1,0,0,85
1.0,2,2,250,145,4,50,169,93,0,1,0,1,0,0,325
1.0,1,2,250,70,3,15,65,93,1,0,0,1,0,0,160
1.0,1,1,95,10,1,0,136,98,1,0,0,0,1,0,110
1.0,1,1,250,75,1,0,120,95,1,0,0,1,0,0,150
1.0,1,1,100,29,1,49,121,90,1,0,0,0,1,0,149
1.0,1,2,250,95,2,25,138,97,0,1,0,1,0,0,112
1.0,1,2,600,80,2,25,107,99,1,0,0,1,0,0,250
1.0,2,2,350,60,1,40,153,89,1,0,0,1,0,0,99
1.0,1,1,0,25,1,15,26,94,0,1,0,0,1,0,45
1.0,1,1,0,120,1,0,1,100,1,0,0,1,0,0,165
1.0,1,4,0,90,2,50,47,96,1,0,0,1,0,0,285
1.0,1,2,500,100,1,35,20,94,1,0,0,1,0,0,220
1.0,1,1,300,50,1,0,4,100,1,0,0,0,1,0,95
1.0,1,1,100,50,1,40,146,97,1,0,0,0,1,0,119
1.0,0,1,0,100,1,0,22,95,1,0,0,1,0,0,105
2.0,2,4,1000,0,1,0,11,100,1,0,0,1,0,0,380
1.0,1,1,100,75,1,40,42,87,0,1,0,0,1,0,45
1.0,1,1,0,30,2,15,109,94,0,1,0,1,0,0,80
1.0,2,2,500,100,2,15,21,95,0,1,0,1,0,0,219
1.0,0,1,750,75,1,15,3,93,1,0,0,1,0,0,130
1.0,2,2,500,79,1,0,41,95,1,0,0,1,0,0,289
1.0,1,1,200,40,1,20,21,95,1,0,0,0,1,0,67
1.0,0,1,250,100,1,0,22,96,1,0,0,1,0,0,112
1.0,1,1,200,65,1,0,5,100,0,0,1,1,0,0,120
1.0,1,1,200,30,1,10,152,99,0,1,0,0,1,0,89
1.0,1,0,200,45,1,40,13,92,0,0,1,0,1,0,65
1.0,1,1,0,90,1,0,7,94,1,0,0,1,0,0,350
1.0,2,2,300,100,3,75,6,100,1,0,0,0,1,0,250
1.0,1,2,100,75,2,25,106,96,0,1,0,0,1,0,91
1.0,1,1,0,60,1,0,8,100,1,0,0,0,1,0,100
1.0,1,1,100,50,1,0,14,95,1,0,0,1,0,0,75
1.0,1,4,200,75,3,10,33,97,0,0,1,1,0,0,88
1.0,1,1,500,40,3,50,146,94,1,0,0,1,0,0,220
1.0,1,1,0,30,1,15,4,100,0,1,0,0,1,0,49
1.0,1,1,0,0,1,0,141,99,0,1,0,1,0,0,140
1.0,2,2,400,100,2,10,52,92,0,0,1,1,0,0,86
1.0,1,1,250,80,2,50,49,94,1,0,0,1,0,0,150
1.0,2,2,0,70,1,35,110,96,0,1,0,1,0,0,200
1.0,1,1,0,8,2,20,106,91,0,0,1,0,1,0,59
1.0,1,2,0,100,2,50,13,89,1,0,0,1,0,0,180
1.0,1,1,250,0,1,10,16,93,0,1,0,0,1,0,60
1.0,1,1,0,0,1,35,76,93,1,0,0,0,1,0,40
1.0,1,3,250,75,1,30,82,93,1,0,0,1,0,0,85
1.0,1,1,500,45,1,10,19,92,0,1,0,0,1,0,73
1.0,2,2,150,125,4,30,75,96,0,1,0,1,0,0,162
1.0,1,1,400,160,1,0,176,91,1,0,0,1,0,0,250
1.0,2,2,200,150,4,0,11,94,0,1,0,1,0,0,500
1.0,1,1,0,75,1,0,14,95,0,1,0,1,0,0,120
1.0,1,2,100,50,1,25,8,95,0,1,0,0,1,0,55
1.0,1,1,0,49,1,19,126,92,0,1,0,0,1,0,59
1.0,1,1,0,0,1,25,27,96,0,0,1,0,1,0,45
1.0,1,1,0,75,1,0,53,98,1,0,0,1,0,0,200
1.0,1,3,200,129,1,0,28,94,0,1,0,1,0,0,76
1.0,1,2,500,75,2,50,74,95,0,1,0,1,0,0,500
1.0,2,2,150,40,5,25,149,96,0,1,0,1,0,0,179
1.0,1,1,100,20,1,25,39,96,0,1,0,0,1,0,62
1.0,1,1,0,20,2,100,16,98,0,1,0,0,1,0,239
1.0,1,0,500,100,1,0,22,100,0,1,0,1,0,0,179
1.0,1,2,1000,100,2,50,21,95,0,1,0,1,0,0,250
1.0,1,1,150,42,2,42,182,98,1,0,0,0,1,0,98
1.0,1,2,0,50,3,50,3,93,1,0,0,1,0,0,185
1.0,1,2,100,50,1,30,35,94,0,1,0,0,1,0,60
1.0,1,2,499,129,1,0,43,98,1,0,0,1,0,0,159
1.0,1,1,0,40,2,30,107,92,0,1,0,0,1,0,109
1.5,1,1,0,10,1,20,32,99,0,0,0,0,1,0,50
1.0,0,1,500,25,1,0,8,97,0,1,0,1,0,0,79
1.0,1,1,0,25,1,10,8,98,1,0,0,0,1,0,65
1.0,1,1,0,49,1,24,143,92,0,1,0,0,1,0,69
1.0,1,1,200,50,1,0,35,89,0,1,0,0,1,0,75
1.0,2,2,200,50,1,0,7,93,0,1,0,1,0,0,154
1.0,1,1,150,0,1,0,78,92,1,0,0,1,0,0,279
1.0,1,1,300,30,1,20,3,100,1,0,0,0,1,0,80
1.0,1,1,100,60,1,0,184,97,1,0,0,0,1,0,84
1.0,2,5,500,150,1,0,1,100,0,1,0,1,0,0,180
1.0,1,2,200,65,1,20,20,99,0,1,0,0,1,0,86
1.5,2,4,0,175,4,0,13,95,0,1,0,1,0,0,189
1.0,1,2,100,120,2,50,94,95,1,0,0,1,0,0,150
1.0,1,1,0,0,1,0,1,100,0,1,0,1,0,0,100
1.0,1,2,300,125,2,30,177,94,1,0,0,1,0,0,133
1.0,1,1,100,12,1,0,27,98,1,0,0,0,1,0,72
1.0,1,1,0,115,2,25,26,94,0,1,0,1,0,0,102
1.0,2,2,500,90,2,20,35,93,0,1,0,1,0,0,107
1.0,1,1,150,40,2,20,66,96,0,1,0,0,1,0,110
1.0,3,5,250,215,3,19,157,92,1,0,0,1,0,0,175
1.0,2,2,200,60,2,15,157,92,0,1,0,1,0,0,134
1.0,2,2,500,100,2,50,18,98,1,0,0,1,0,0,400
1.0,1,1,0,59,1,35,15,97,1,0,0,0,1,0,169
1.0,1,1,0,25,2,0,156,91,0,1,0,0,1,0,95
1.0,1,1,0,25,2,0,142,94,0,1,0,0,1,0,90
1.0,1,1,150,50,1,0,150,95,1,0,0,0,1,0,84
1.0,1,1,0,100,1,0,32,93,0,1,0,1,0,0,98
1.0,1,1,100,75,2,100,46,93,0,1,0,1,0,0,175
1.5,1,1,500,0,1,35,13,98,1,0,0,0,1,0,100
1.0,1,1,200,45,1,35,38,96,0,1,0,0,1,0,110
2.0,2,3,850,120,4,95,50,98,0,0,1,1,0,0,395
2.0,2,2,700,125,4,20,87,85,1,0,0,1,0,0,399
1.0,1,2,0,100,2,0,22,99,1,0,0,1,0,0,145
1.0,1,1,0,50,1,15,52,94,1,0,0,1,0,0,145
1.0,1,1,0,16,1,0,40,89,0,1,0,0,1,0,38
1.0,1,1,0,18,1,0,96,84,0,1,0,0,1,0,49
1.0,1,2,0,20,1,5,90,87,0,1,0,0,1,0,47
1.0,1,1,0,100,3,15,15,95,0,1,0,1,0,0,120
1.0,1,2,250,150,1,0,16,90,1,0,0,1,0,0,129
1.0,1,1,210,35,1,11,5,100,0,1,0,0,1,0,52
1.0,0,2,150,99,1,0,124,90,1,0,0,1,0,0,124
1.0,1,1,300,50,1,0,40,97,0,0,0,0,1,0,70
1.0,1,1,500,200,1,0,156,88,1,0,0,1,0,0,150
1.0,2,2,250,75,4,25,168,92,0,1,0,1,0,0,176
1.0,1,1,0,50,1,15,86,97,1,0,0,0,1,0,68
1.0,1,1,0,100,1,25,40,96,0,1,0,1,0,0,85
1.0,1,1,500,75,2,50,109,96,1,0,0,0,1,0,90
1.0,0,1,1500,150,2,0,2,100,1,0,0,1,0,0,275
1.0,1,1,100,40,2,25,51,91,1,0,0,0,1,0,85
1.0,0,2,500,75,3,29,15,93,1,0,0,1,0,0,99
1.0,2,3,100,25,2,15,19,94,0,1,0,1,0,0,112
1.0,1,1,600,120,2,30,99,95,0,1,0,1,0,0,100
1.5,1,1,0,35,1,15,7,100,0,1,0,0,1,0,70
1.0,1,1,100,50,1,10,2,90,0,0,0,0,1,0,80
1.0,1,1,0,15,1,0,60,83,0,1,0,0,1,0,31
1.5,3,3,500,90,4,50,12,84,1,0,0,1,0,0,290
2.0,2,2,250,100,2,25,23,97,0,1,0,1,0,0,235
1.0,1,0,300,60,1,0,21,95,1,0,0,0,1,0,105
1.0,2,3,250,100,4,50,22,91,0,1,0,1,0,0,150
1.0,1,3,500,80,4,40,25,98,0,0,1,1,0,0,95
2.0,1,2,150,15,1,10,50,94,0,1,0,0,1,0,67
1.0,1,1,0,40,1,0,21,99,0,1,0,0,1,0,79
1.0,1,3,100,45,1,20,151,88,0,1,0,0,1,0,55
1.0,1,1,1000,80,2,100,38,91,1,0,0,1,0,0,200
1.0,0,2,500,150,1,0,18,98,1,0,0,1,0,0,160
1.0,1,1,500,10,2,10,61,80,0,0,1,1,0,0,80
1.0,1,1,200,35,1,15,103,98,1,0,0,0,1,0,100
1.0,3,3,200,75,1,50,16,93,0,1,0,1,0,0,125
1.0,2,2,100,75,4,20,62,90,0,1,0,1,0,0,90
1.0,1,1,0,0,1,25,7,83,0,1,0,0,1,0,52
1.0,1,1,0,0,1,0,12,85,0,0,1,0,1,0,55
1.0,1,1,100,40,1,15,6,93,0,1,0,0,1,0,69
1.0,1,1,0,70,2,10,104,93,0,1,0,1,0,0,100
1.0,1,1,600,50,4,0,24,95,1,0,0,0,1,0,425
1.0,1,1,100,40,1,0,49,96,1,0,0,0,1,0,140
1.0,0,1,150,50,2,0,132,97,1,0,0,1,0,0,105
2.0,2,3,350,100,4,25,95,92,0,1,0,1,0,0,225
1.0,2,2,125,35,2,75,24,99,1,0,0,0,1,0,85
1.0,1,1,750,100,2,20,8,95,1,0,0,1,0,0,99
1.0,1,1,0,39,1,9,185,94,0,0,1,0,1,0,95
2.0,3,3,300,150,4,25,7,97,0,0,1,1,0,0,400
1.0,1,1,0,50,1,0,81,95,1,0,0,0,1,0,99
1.0,1,1,0,50,1,0,100,97,1,0,0,0,1,0,85
1.0,2,3,250,100,4,50,23,95,0,1,0,1,0,0,155
1.0,1,1,400,130,1,20,18,96,0,0,0,0,1,0,71
1.0,1,1,0,50,1,0,37,96,0,0,1,0,1,0,50
1.0,0,1,250,40,2,25,92,97,0,1,0,1,0,0,130
1.0,2,3,750,75,2,25,171,99,0,1,0,1,0,0,145
2.0,1,1,500,150,2,75,6,100,1,0,0,1,0,0,265
1.0,1,2,500,75,2,25,89,99,1,0,0,0,1,0,175
1.0,1,1,100,50,1,0,115,85,0,0,1,0,1,0,55
1.0,1,1,500,150,1,0,36,98,1,0,0,1,0,0,200
1.0,0,1,500,125,2,45,33,96,0,1,0,1,0,0,135
1.0,1,1,0,0,1,10,65,91,1,0,0,0,1,0,59
1.0,1,2,300,120,2,14,38,96,1,0,0,0,1,0,150
1.0,1,1,400,110,1,0,8,95,0,1,0,1,0,0,142
1.0,1,1,250,95,1,10,11,90,0,1,0,1,0,0,70
1.0,1,1,200,20,1,25,31,94,1,0,0,0,1,0,68
1.0,2,2,500,80,2,55,52,95,0,1,0,1,0,0,150
1.0,1,1,300,55,1,35,1,100,1,0,0,0,1,0,100
1.0,1,1,250,100,2,0,101,92,1,0,0,1,0,0,110
1.0,0,2,250,60,1,0,53,94,1,0,0,1,0,0,218
1.0,2,2,499,159,3,39,24,92,1,0,0,1,0,0,430
1.0,1,1,0,35,1,50,115,99,0,1,0,0,1,0,79
1.0,1,2,0,100,1,0,28,96,1,0,0,1,0,0,200
1.0,0,2,0,100,1,0,1,100,0,1,0,1,0,0,76
1.0,3,1,95,100,1,25,18,95,1,0,0,0,1,0,39
1.0,1,2,0,60,4,30,7,100,1,0,0,1,0,0,200
1.0,1,1,0,30,1,10,67,94,0,1,0,0,1,0,55
1.0,1,2,400,65,1,0,33,90,1,0,0,1,0,0,150
1.0,1,2,200,80,2,20,155,97,1,0,0,1,0,0,299
1.0,1,1,150,30,1,0,120,92,1,0,0,0,1,0,45
1.0,1,1,0,10,1,0,135,95,0,0,0,0,1,0,44
2.0,3,5,200,150,6,20,67,92,1,0,0,1,0,0,650
1.0,1,1,250,20,1,20,104,94,1,0,0,0,1,0,111
1.0,0,1,750,120,2,20,8,98,1,0,0,1,0,0,99
1.0,2,2,300,100,4,20,56,97,0,0,1,1,0,0,130
1.0,0,1,750,120,2,20,20,96,1,0,0,1,0,0,109
1.0,2,2,750,100,1,0,5,96,0,1,0,1,0,0,155
1.0,1,1,0,35,1,60,55,95,0,0,1,0,1,0,60
1.0,1,2,500,75,1,0,78,95,0,0,1,1,0,0,69
1.0,1,1,300,50,1,0,5,92,0,1,0,0,1,0,100
1.0,1,1,0,20,2,100,72,99,0,1,0,0,1,0,199
1.0,1,1,150,50,1,10,3,87,1,0,0,0,1,0,75
1.0,1,1,500,20,1,35,62,97,0,1,0,0,1,0,100
1.0,2,2,500,30,3,10,27,94,1,0,0,1,0,0,125
1.0,2,4,250,100,4,20,110,97,0,1,0,1,0,0,295
1.0,1,1,500,0,1,0,6,76,1,0,0,1,0,0,150
1.0,2,2,100,50,4,10,177,93,0,1,0,1,0,0,100
1.0,2,2,500,160,3,25,44,93,1,0,0,1,0,0,385
1.0,0,1,200,70,2,0,3,87,1,0,0,1,0,0,130
1.0,3,4,250,100,5,0,136,94,0,1,0,1,0,0,120
1.0,2,2,500,50,6,20,44,84,0,1,0,1,0,0,160
1.0,2,2,200,95,3,20,34,86,0,1,0,1,0,0,151
1.0,1,2,100,40,1,20,91,85,0,1,0,0,1,0,45
1.0,1,1,250,40,1,0,56,97,0,1,0,0,1,0,65
1.0,1,1,0,30,1,40,9,83,1,0,0,0,1,0,87
1.0,1,1,150,20,1,13,65,97,0,1,0,0,1,0,63
1.0,2,2,150,50,2,50,57,98,1,0,0,1,0,0,130
1.0,1,1,500,100,1,0,65,94,0,1,0,1,0,0,185
1.0,2,2,200,100,2,20,183,95,0,1,0,1,0,0,180
1.0,1,1,100,10,1,10,89,95,0,0,1,0,1,0,53
1.0,1,1,0,0,1,15,60,95,1,0,0,0,1,0,100
1.0,0,1,550,45,1,18,62,90,0,1,0,1,0,0,86
1.0,1,2,100,10,1,10,136,90,0,0,1,0,1,0,40
1.0,1,2,0,20,3,100,9,100,1,0,0,1,0,0,60
1.0,1,2,200,100,2,50,136,95,1,0,0,1,0,0,250
2.5,2,3,255,75,6,25,60,100,0,0,1,1,0,0,255
1.0,1,1,0,25,1,0,8,98,0,1,0,0,1,0,179
1.0,1,1,0,39,1,35,106,91,0,1,0,0,1,0,74
1.0,1,2,500,99,1,50,152,93,1,0,0,0,1,0,68
1.0,1,1,200,75,1,0,34,98,1,0,0,0,1,0,235
1.0,1,1,200,35,1,40,2,90,0,1,0,0,1,0,60
1.0,1,1,0,50,1,0,11,89,1,0,0,1,0,0,125
1.0,1,1,0,50,1,15,95,97,1,0,0,0,1,0,80
1.0,2,2,300,50,1,0,4,95,0,1,0,1,0,0,210
1.0,2,0,500,150,2,25,133,97,0,1,0,1,0,0,135
1.0,1,1,250,79,1,49,40,94,1,0,0,0,1,0,110
1.0,1,1,150,50,1,25,6,97,0,1,0,0,1,0,66
1.0,1,2,0,20,1,0,2,100,0,1,0,1,0,0,100
1.0,2,2,250,80,4,25,43,85,0,1,0,1,0,0,115
