bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,Manhattan,Brooklyn,Queens,Entire_home,Private_room,Shared_room,price
1.0,1,1,0,30,2,0,15,84,1,0,0,0,1,0,50
1.0,2,2,800,100,2,50,11,96,0,1,0,1,0,0,142
1.0,0,1,0,30,1,20,2,100,0,1,0,1,0,0,80
1.0,1,1,0,25,1,0,8,80,1,0,0,0,1,0,92
1.0,2,2,0,0,1,0,20,100,0,1,0,1,0,0,275
1.0,1,1,0,100,1,0,5,80,1,0,0,1,0,0,150
1.0,1,1,0,75,1,29,39,86,1,0,0,0,1,0,244
1.5,3,3,0,135,4,0,3,87,0,1,0,1,0,0,145
1.0,1,1,0,60,1,0,12,100,1,0,0,1,0,0,225
1.0,0,2,0,60,2,20,52,90,1,0,0,1,0,0,96
2.0,1,1,0,75,1,0,1,100,0,0,1,0,1,0,33
1.0,0,0,0,150,1,0,3,100,1,0,0,1,0,0,120
1.0,1,2,0,35,2,15,35,98,0,0,1,1,0,0,75
1.0,1,1,100,16,1,10,74,97,0,0,1,0,1,0,48
1.0,1,3,200,55,1,25,23,86,0,0,1,1,0,0,60
1.0,1,1,0,65,1,0,26,95,0,1,0,1,0,0,110
1.0,1,2,0,30,1,0,59,92,0,1,0,1,0,0,70
1.0,1,1,0,50,1,0,26,98,0,1,0,0,1,0,100
1.0,0,1,0,0,2,20,59,95,1,0,0,1,0,0,125
1.0,1,1,0,100,1,0,2,100,1,0,0,1,0,0,140
1.0,2,2,100,75,4,100,32,94,0,1,0,1,0,0,200
1.0,1,1,100,25,1,40,6,100,0,1,0,0,1,0,44
1.0,2,3,100,75,2,15,31,94,0,1,0,1,0,0,120
1.5,1,1,0,15,1,0,35,93,0,1,0,0,1,0,40
1.0,1,1,200,65,2,15,20,86,1,0,0,0,1,0,90
1.0,3,4,150,135,4,15,3,80,0,1,0,1,0,0,150
1.0,1,1,0,100,1,0,52,98,1,0,0,1,0,0,260
2.0,2,2,200,140,1,0,2,100,1,0,0,1,0,0,350
1.0,1,2,0,25,2,10,22,82,0,1,0,0,1,0,65
1.0,0,2,0,115,2,15,55,94,1,0,0,1,0,0,129
1.0,1,1,200,70,1,0,48,99,0,1,0,1,0,0,75
1.0,1,1,0,40,1,0,48,96,1,0,0,0,1,0,111
1.0,2,3,300,100,2,30,25,91,0,1,0,1,0,0,80
1.0,1,2,100,28,1,15,3,100,0,0,1,0,1,0,80
1.0,1,2,100,18,1,10,49,95,0,0,1,0,1,0,59
1.0,3,4,200,100,4,15,20,98,0,1,0,1,0,0,159
1.0,1,1,100,17,1,10,43,96,0,0,1,0,1,0,55
1.5,1,1,0,15,2,0,37,96,0,1,0,0,1,0,65
1.0,1,2,0,30,2,10,21,82,0,1,0,0,1,0,65
1.0,1,1,100,45,1,0,11,100,0,1,0,0,1,0,85
2.0,1,2,0,25,1,10,22,79,0,1,0,0,1,0,75
2.0,1,1,0,15,1,5,14,80,0,1,0,0,1,0,68
1.0,1,2,500,20,1,25,14,96,1,0,0,0,1,0,60
1.0,1,1,200,100,2,10,30,96,0,1,0,1,0,0,110
1.0,1,1,100,30,2,30,4,100,0,0,1,0,1,0,80
1.0,1,1,100,50,1,0,3,93,0,1,0,0,1,0,190
1.0,1,1,150,35,2,30,24,98,0,1,0,1,0,0,125
1.0,1,2,0,50,1,0,19,99,0,0,1,1,0,0,65
1.0,1,2,0,30,1,7,22,83,0,1,0,0,1,0,55
1.0,2,3,300,100,2,30,22,93,0,1,0,1,0,0,80
1.0,1,3,0,20,1,7,50,86,0,1,0,0,1,0,115
1.0,1,2,0,20,1,10,43,90,0,1,0,0,1,0,100
1.0,1,1,0,130,4,30,5,96,0,1,0,1,0,0,100
1.0,1,1,1000,25,1,75,6,87,0,1,0,0,1,0,119
1.0,1,1,100,17,1,10,61,95,0,0,1,0,1,0,55
1.0,1,1,0,49,1,0,22,99,1,0,0,0,1,0,149
1.0,1,1,0,40,1,0,15,88,0,1,0,1,0,0,79
1.0,1,1,1000,80,2,0,28,97,0,1,0,1,0,0,150
1.0,0,1,0,30,1,15,15,91,0,0,1,0,1,0,49
1.5,2,4,0,95,4,60,40,99,0,0,1,1,0,0,280
1.0,1,1,0,30,1,0,3,93,1,0,0,0,1,0,33
1.0,1,1,0,40,1,0,137,97,1,0,0,0,1,0,100
1.0,1,3,150,50,3,50,23,99,1,0,0,0,1,0,90
1.0,1,2,250,25,4,10,52,98,0,0,0,1,0,0,130
1.0,1,1,0,40,1,20,43,99,0,0,0,0,1,0,45
1.0,0,1,200,80,1,0,22,100,1,0,0,1,0,0,300
1.0,1,1,0,10,1,0,4,100,0,1,0,1,0,0,135
1.0,1,1,130,75,2,10,19,91,0,1,0,1,0,0,108
1.0,1,1,0,50,2,60,6,90,1,0,0,0,1,0,80
1.0,1,0,0,34,1,0,4,90,1,0,0,0,1,0,45
1.0,1,1,0,100,1,0,2,100,0,1,0,1,0,0,115
1.0,1,1,100,10,1,15,21,94,0,0,1,0,1,0,75
1.0,0,2,0,60,1,0,48,97,0,0,1,1,0,0,80
1.0,1,1,150,20,1,5,8,93,1,0,0,1,0,0,125
1.0,1,1,500,70,1,0,3,87,0,0,1,0,1,0,40
2.0,3,1,0,15,1,0,21,95,0,0,1,0,1,0,60
1.0,2,2,0,25,2,25,33,88,0,0,1,1,0,0,100
1.0,1,1,0,40,1,20,29,89,0,1,0,0,1,0,74
1.0,0,1,0,15,1,15,32,92,0,0,1,0,1,0,40
1.0,1,1,100,35,2,25,13,100,1,0,0,0,1,0,113
1.0,1,1,0,20,1,20,15,90,1,0,0,0,1,0,74
1.0,1,2,0,60,1,20,34,91,1,0,0,1,0,0,125
1.0,0,1,300,35,2,10,20,100,0,1,0,1,0,0,99
1.0,1,1,250,50,1,0,8,95,1,0,0,1,0,0,190
1.0,1,1,0,15,1,10,25,92,0,1,0,0,1,0,82
1.0,1,1,0,6,1,7,35,99,0,1,0,0,1,0,45
1.0,1,1,0,100,1,20,28,96,1,0,0,1,0,0,146
1.0,1,1,300,50,2,75,41,92,1,0,0,0,1,0,150
2.0,1,1,0,15,1,5,32,93,0,1,0,0,1,0,67
2.0,1,1,0,15,1,7,33,90,0,1,0,0,1,0,67
2.0,1,2,500,80,2,40,12,96,1,0,0,1,0,0,250
1.0,2,3,200,50,3,10,28,94,0,1,0,1,0,0,85
1.0,1,1,0,25,1,0,14,98,1,0,0,1,0,0,150
1.0,0,2,100,100,2,20,18,89,1,0,0,1,0,0,104
1.0,0,1,250,100,1,0,34,100,1,0,0,1,0,0,250
1.0,1,1,0,25,1,20,55,100,1,0,0,0,1,0,125
1.0,1,2,1000,120,2,20,1,80,1,0,0,1,0,0,250
2.0,2,2,300,175,1,0,5,100,1,0,0,1,0,0,425
1.0,1,1,180,18,1,18,20,96,1,0,0,0,1,0,58
1.0,1,1,0,40,1,15,7,97,0,1,0,0,1,0,86
1.5,1,1,1000,100,2,100,6,97,0,1,0,1,0,0,111
1.0,1,1,100,25,1,0,3,87,0,1,0,0,1,0,47
1.0,1,1,0,20,1,10,6,92,0,1,0,0,1,0,90
1.0,1,1,600,30,2,30,17,100,0,0,1,0,1,0,44
1.0,1,1,0,20,2,50,37,97,0,1,0,1,0,0,100
1.0,2,2,300,125,1,25,6,97,0,0,1,1,0,0,139
2.0,1,2,0,25,1,8,31,94,0,1,0,0,1,0,80
1.0,2,1,200,100,1,40,1,100,0,1,0,1,0,0,130
2.0,1,1,0,15,1,10,8,98,1,0,0,0,1,0,54
1.0,0,1,300,50,1,0,9,98,0,1,0,1,0,0,100
1.0,1,2,100,7,2,15,6,100,0,1,0,0,1,0,45
1.5,1,1,400,40,1,0,3,100,0,1,0,0,1,0,60
1.0,1,0,0,25,1,0,43,89,0,0,1,0,1,0,70
1.0,2,3,0,50,4,50,9,100,0,1,0,1,0,0,350
1.0,2,4,800,65,6,30,38,88,0,0,1,1,0,0,165
1.0,1,1,100,25,1,10,68,89,1,0,0,0,1,0,62
1.0,1,2,0,7,2,11,24,94,0,1,0,1,0,0,149
1.0,2,2,300,100,4,25,40,97,0,0,0,1,0,0,80
2.0,1,1,0,5,1,0,14,91,1,0,0,0,1,0,72
1.0,1,2,250,60,2,75,38,91,1,0,0,1,0,0,140
1.0,0,1,0,75,1,0,35,99,1,0,0,1,0,0,199
1.0,1,1,100,15,1,50,6,97,0,0,0,0,1,0,75
1.0,2,4,0,100,4,20,41,99,0,1,0,1,0,0,145
1.0,1,1,0,100,1,0,9,98,1,0,0,1,0,0,140
2.0,1,1,0,5,1,0,14,89,1,0,0,0,1,0,87
1.0,1,1,1000,100,1,0,6,100,1,0,0,1,0,0,200
1.0,3,3,149,80,6,29,15,96,0,1,0,1,0,0,250
2.0,1,1,0,5,1,0,49,89,1,0,0,0,1,0,79
2.0,2,3,1000,100,1,0,2,90,1,0,0,1,0,0,350
1.0,1,2,400,99,1,20,25,91,1,0,0,1,0,0,99
1.0,1,2,100,30,1,15,6,100,1,0,0,1,0,0,150
1.0,2,2,100,100,4,100,28,97,0,1,0,1,0,0,179
1.0,1,1,500,15,2,60,5,100,1,0,0,0,1,0,200
1.0,1,1,0,10,1,10,85,99,0,1,0,0,1,0,49
1.0,1,1,500,99,2,20,4,90,0,1,0,1,0,0,200
1.0,1,1,100,80,2,30,2,90,0,0,1,1,0,0,180
1.0,2,1,0,90,2,30,17,88,0,1,0,1,0,0,180
1.0,1,1,0,40,1,15,33,90,1,0,0,0,1,0,100
1.0,1,2,0,40,1,20,25,93,0,1,0,0,1,0,50
1.0,1,1,0,25,1,15,21,94,0,1,0,0,1,0,35
1.0,1,1,100,20,1,70,11,98,1,0,0,0,1,0,70
1.0,3,4,150,100,6,100,8,95,1,0,0,1,0,0,350
1.0,1,1,0,55,1,0,3,100,0,1,0,1,0,0,189
2.0,2,2,500,150,1,0,1,100,0,1,0,1,0,0,230
1.0,1,2,500,80,2,25,29,97,1,0,0,0,1,0,80
1.0,1,1,100,0,1,5,4,80,0,1,0,0,1,0,60
1.0,1,1,100,35,1,0,11,98,1,0,0,0,1,0,115
1.0,1,2,250,0,2,65,17,100,1,0,0,0,1,0,160
1.0,0,2,750,100,2,50,17,100,1,0,0,1,0,0,329
1.0,1,0,0,80,2,20,21,99,1,0,0,1,0,0,135
1.0,2,2,200,75,1,0,47,93,1,0,0,1,0,0,275
1.0,2,2,300,120,2,50,5,100,0,1,0,1,0,0,175
1.0,1,1,500,50,1,30,32,95,1,0,0,0,1,0,100
1.0,1,1,600,60,1,19,12,97,1,0,0,1,0,0,86
1.0,1,2,500,150,1,0,12,98,1,0,0,1,0,0,200
1.0,1,1,100,25,1,0,8,100,0,0,1,0,1,0,59
2.0,1,1,0,75,1,0,5,96,0,0,1,0,1,0,45
1.0,3,3,0,185,6,40,44,95,0,1,0,1,0,0,315
1.0,1,1,0,50,2,15,2,100,0,1,0,1,0,0,149
1.0,1,1,0,60,1,15,14,97,1,0,0,1,0,0,100
1.0,1,1,100,25,1,10,43,95,0,1,0,0,1,0,65
1.0,1,1,100,35,2,25,2,100,0,1,0,0,1,0,65
1.0,1,1,0,85,1,0,21,100,1,0,0,1,0,0,195
1.0,2,2,0,75,3,25,36,98,0,1,0,1,0,0,150
1.0,1,1,200,15,1,0,44,95,0,1,0,0,1,0,65
1.0,1,2,0,60,1,0,22,78,1,0,0,1,0,0,137
1.0,1,1,100,35,2,25,2,90,0,1,0,0,1,0,55
1.0,1,2,500,60,1,0,16,100,0,1,0,1,0,0,165
1.0,1,2,100,60,2,20,9,73,0,0,0,0,1,0,47
1.0,1,1,0,50,1,0,6,84,0,1,0,1,0,0,130
1.0,1,1,300,100,1,20,13,91,1,0,0,0,1,0,52
1.0,1,1,0,35,1,15,36,97,0,1,0,0,1,0,150
1.0,2,3,200,90,1,50,11,98,1,0,0,1,0,0,155
1.0,1,1,100,35,2,25,3,87,0,1,0,0,1,0,54
1.0,1,1,100,35,2,25,4,95,0,1,0,0,1,0,40
1.0,1,2,200,100,1,10,36,99,0,1,0,1,0,0,85
1.0,1,1,0,100,1,0,6,97,0,1,0,1,0,0,132
1.5,1,1,0,35,2,20,41,97,0,1,0,0,1,0,140
1.0,1,1,0,30,1,19,3,90,0,1,0,0,1,0,120
1.0,1,0,0,20,1,0,11,98,1,0,0,1,0,0,165
0.5,1,1,150,90,1,50,5,80,1,0,0,0,1,0,165
2.5,3,4,0,90,6,50,17,94,0,1,0,1,0,0,150
1.0,1,1,200,100,1,25,10,100,0,1,0,0,1,0,75
1.0,0,1,200,95,2,25,16,91,1,0,0,1,0,0,100
2.0,1,1,350,60,1,0,11,100,0,1,0,0,1,0,39
1.0,1,3,0,80,2,20,27,98,0,1,0,1,0,0,150
1.0,1,1,0,50,2,25,1,100,1,0,0,1,0,0,230
1.0,1,1,500,75,2,25,44,100,0,1,0,1,0,0,135
1.0,2,5,0,60,4,18,24,74,1,0,0,1,0,0,185
1.0,1,1,500,100,1,0,6,100,1,0,0,1,0,0,175
1.0,1,1,100,50,1,0,6,88,0,1,0,1,0,0,160
1.0,1,2,100,100,1,0,16,86,1,0,0,1,0,0,250
1.0,1,1,200,100,1,0,17,100,1,0,0,1,0,0,225
1.0,1,2,0,0,1,30,19,99,0,0,1,0,1,0,45
1.0,1,1,0,10,1,0,26,92,0,1,0,0,1,0,50
1.0,1,1,0,25,2,20,58,98,1,0,0,0,1,0,60
2.0,1,2,0,20,1,7,30,90,0,1,0,0,1,0,80
1.0,1,2,0,95,2,40,22,95,1,0,0,1,0,0,200
1.0,1,5,1000,80,4,25,21,93,0,0,1,1,0,0,120
1.0,1,1,0,25,1,0,5,96,1,0,0,1,0,0,149
1.0,2,2,150,90,4,20,21,100,0,1,0,1,0,0,110
1.0,0,1,0,99,1,0,10,89,1,0,0,1,0,0,147
1.0,2,3,100,80,5,0,10,100,0,1,0,0,1,0,135
1.0,1,2,0,30,1,0,42,99,0,0,0,0,1,0,115
1.0,1,2,0,15,2,15,20,99,1,0,0,0,1,0,75
1.0,1,1,0,30,1,12,29,99,0,1,0,0,1,0,85
1.0,1,1,200,55,1,50,6,100,0,1,0,0,1,0,80
1.0,1,1,0,15,2,0,27,98,0,1,0,0,1,0,75
1.0,1,0,0,30,1,0,1,80,1,0,0,0,1,0,120
2.0,1,1,0,20,1,10,20,93,0,1,0,0,1,0,70
1.0,1,2,0,50,4,75,42,96,1,0,0,1,0,0,195
1.0,1,1,0,0,1,12,48,93,1,0,0,1,0,0,89
1.0,1,1,100,20,1,0,7,94,0,0,1,0,1,0,53
1.0,1,2,100,65,2,15,47,91,0,0,1,1,0,0,125
1.0,1,2,0,100,1,25,42,90,1,0,0,1,0,0,110
1.0,1,0,200,75,1,0,16,98,1,0,0,1,0,0,120
1.0,1,1,0,25,2,20,12,92,0,1,0,0,1,0,130
1.0,1,2,0,80,2,20,38,94,0,1,0,1,0,0,162
1.0,1,1,0,30,1,30,12,95,1,0,0,0,1,0,80
1.0,2,3,0,45,1,0,65,94,0,0,0,0,1,0,135
1.0,1,1,0,15,2,25,53,95,0,1,0,1,0,0,85
1.0,1,2,0,15,1,0,39,87,0,0,1,0,1,0,52
1.0,1,1,0,10,2,20,13,96,0,1,0,0,1,0,46
1.0,1,1,0,15,1,0,32,89,0,0,1,0,1,0,52
1.0,1,1,0,0,1,25,27,98,0,0,1,0,1,0,65
1.0,1,2,300,40,1,25,14,93,0,1,0,1,0,0,89
1.0,2,2,0,60,1,0,3,100,0,0,1,1,0,0,120
2.0,1,1,0,30,1,50,8,98,1,0,0,0,1,0,55
2.5,3,3,0,125,6,25,25,99,0,1,0,1,0,0,250
2.0,2,2,250,150,6,60,22,97,0,1,0,1,0,0,250
1.0,2,5,600,100,4,20,5,76,0,1,0,1,0,0,245
1.0,1,2,500,0,1,20,35,96,1,0,0,1,0,0,125
1.0,2,5,200,95,4,20,44,99,0,0,0,1,0,0,132
1.0,1,1,200,100,2,15,4,90,1,0,0,1,0,0,112
1.0,1,1,0,30,1,100,9,96,1,0,0,0,1,0,81
1.0,2,2,0,100,2,25,7,91,0,1,0,1,0,0,175
2.0,1,1,0,10,1,20,69,88,1,0,0,0,1,0,110
2.0,1,1,0,10,1,20,63,92,1,0,0,0,1,0,110
2.0,1,2,0,10,1,20,82,90,1,0,0,0,1,0,115
2.0,1,1,0,10,1,20,79,87,1,0,0,0,1,0,105
1.0,1,2,0,20,2,10,25,77,0,1,0,0,1,0,60
1.0,1,3,0,20,2,10,21,77,0,1,0,0,1,0,65
1.0,0,1,100,40,1,0,14,93,1,0,0,1,0,0,120
1.0,0,1,0,100,1,0,1,100,0,0,1,0,1,0,45
1.0,1,1,0,0,2,40,4,95,0,0,1,0,1,0,80
1.0,1,2,0,38,2,25,21,96,1,0,0,1,0,0,118
1.0,1,1,0,80,1,0,28,95,1,0,0,1,0,0,220
1.0,1,2,100,7,2,10,7,97,0,1,0,0,1,0,45
1.0,1,3,0,130,1,0,3,80,1,0,0,1,0,0,140
1.0,2,2,500,65,2,20,20,98,0,1,0,1,0,0,125
1.0,1,1,200,10,1,0,8,100,1,0,0,0,1,0,85
1.0,1,2,100,30,2,15,25,94,0,0,1,0,1,0,73
1.0,1,2,350,65,2,30,42,100,0,1,0,1,0,0,135
1.0,1,1,0,20,1,25,18,99,0,1,0,0,1,0,60
1.0,1,2,0,0,3,30,25,93,1,0,0,1,0,0,120
1.0,1,1,0,60,1,30,22,95,1,0,0,0,1,0,40
1.0,1,1,0,30,1,10,2,100,0,0,1,0,1,0,40
1.0,1,2,100,20,4,25,79,97,0,1,0,1,0,0,99
1.0,1,2,100,55,1,27,32,95,0,1,0,0,1,0,65
1.0,1,2,0,100,3,25,4,100,1,0,0,0,1,0,120
1.0,3,4,250,75,4,30,4,100,0,0,1,1,0,0,170
1.0,1,1,180,100,1,0,14,96,0,1,0,1,0,0,130
1.0,1,1,150,32,2,19,16,89,0,0,1,0,1,0,30
1.0,1,1,200,80,2,40,24,92,1,0,0,1,0,0,350
2.0,1,1,0,19,1,10,32,94,0,1,0,0,1,0,56
1.0,1,1,0,25,1,0,35,98,0,0,0,1,0,0,75
1.0,0,1,150,100,1,0,24,98,0,1,0,1,0,0,130
1.0,1,1,0,60,1,20,15,99,1,0,0,0,1,0,98
1.0,1,1,0,60,2,0,27,96,0,1,0,0,1,0,75
1.0,2,2,0,100,1,0,52,97,1,0,0,1,0,0,300
1.0,0,1,300,100,2,25,18,82,1,0,0,1,0,0,199
1.0,1,1,0,35,1,10,16,93,0,1,0,0,1,0,65
1.0,1,1,0,35,1,10,24,96,0,1,0,0,1,0,45
1.0,1,1,0,20,1,10,39,97,1,0,0,0,1,0,90
1.0,1,1,1000,25,4,50,12,100,0,1,0,1,0,0,150
1.0,1,1,100,15,1,12,37,90,0,0,1,0,1,0,55
1.0,1,3,200,50,2,10,27,97,0,0,1,0,1,0,51
1.0,1,1,100,15,1,12,38,89,0,0,1,0,1,0,60
1.0,1,0,0,15,1,15,7,89,1,0,0,0,1,0,40
1.0,1,1,0,0,1,20,23,91,1,0,0,0,1,0,80
2.0,2,3,0,200,4,50,23,96,0,1,0,1,0,0,600
1.0,0,1,0,40,2,30,57,96,0,1,0,1,0,0,110
1.0,1,1,0,120,2,0,22,99,0,1,0,1,0,0,150
1.0,1,1,500,30,1,35,18,94,0,1,0,0,1,0,90
1.0,1,1,500,130,2,5,3,100,1,0,0,1,0,0,239
1.0,2,2,0,140,1,0,5,100,1,0,0,1,0,0,175
1.0,1,1,200,125,2,20,12,97,1,0,0,1,0,0,200
1.0,1,1,300,80,2,80,7,100,0,0,1,1,0,0,200
1.0,2,5,500,100,3,15,27,99,0,1,0,1,0,0,123
1.0,1,1,0,45,1,0,12,98,0,1,0,1,0,0,100
1.5,1,1,0,100,1,20,12,87,0,1,0,0,1,0,130
1.0,2,2,200,100,1,50,6,93,0,0,1,1,0,0,150
1.0,1,1,0,25,1,0,32,97,0,1,0,0,1,0,59
1.5,1,2,0,160,1,50,10,96,1,0,0,0,1,0,180
1.0,1,3,300,75,3,15,24,99,0,1,0,1,0,0,113
1.0,2,2,150,100,3,10,30,95,0,1,0,1,0,0,126
1.0,1,1,0,20,1,0,1,100,0,1,0,0,1,0,61
1.0,1,1,0,30,1,0,8,100,0,1,0,0,1,0,54
1.0,1,1,0,80,1,0,12,91,0,1,0,1,0,0,155
1.0,1,1,0,60,1,0,2,100,0,0,1,1,0,0,150
1.0,1,1,300,50,1,40,2,100,1,0,0,0,1,0,85
1.0,1,1,0,30,1,20,46,93,0,1,0,0,1,0,58
1.0,1,1,0,35,1,10,39,96,0,1,0,0,1,0,55
1.0,0,1,0,0,2,15,13,98,1,0,0,1,0,0,140
1.0,1,1,200,125,1,25,2,100,0,1,0,1,0,0,125
1.0,2,2,350,100,4,50,11,95,0,0,1,1,0,0,140
1.5,1,1,0,50,1,0,34,97,1,0,0,1,0,0,126
1.0,1,2,100,30,2,30,7,100,0,0,1,1,0,0,159
1.0,1,1,0,0,2,55,49,91,0,0,1,0,1,0,99
1.0,1,1,150,50,4,50,2,100,1,0,0,0,1,0,65
1.0,1,1,0,20,1,0,1,100,0,1,0,0,1,0,42
1.0,0,0,250,50,2,10,36,97,0,0,1,1,0,0,85
1.0,2,2,100,150,4,25,15,87,1,0,0,1,0,0,199
1.0,3,4,500,125,4,0,9,100,0,1,0,1,0,0,199
1.0,1,1,0,50,1,6,25,91,1,0,0,0,1,0,80
1.5,0,2,500,100,1,0,14,97,1,0,0,1,0,0,195
1.0,0,2,0,50,2,65,63,100,0,0,1,1,0,0,75
1.0,2,3,100,45,1,15,59,95,0,1,0,1,0,0,160
1.0,1,2,1000,120,2,20,2,100,1,0,0,1,0,0,264
1.0,1,1,0,0,1,10,23,99,0,1,0,0,1,0,40
1.0,1,1,200,15,2,25,31,95,0,1,0,0,1,0,65
2.0,2,1,0,150,1,0,8,98,1,0,0,1,0,0,350
1.0,1,1,500,100,1,0,5,100,1,0,0,1,0,0,190
1.5,1,2,150,85,2,25,19,85,1,0,0,1,0,0,180
1.0,1,1,0,0,2,25,1,100,0,1,0,1,0,0,100
1.5,2,2,300,120,1,20,4,95,0,1,0,1,0,0,150
1.0,1,1,0,60,1,0,21,100,1,0,0,0,1,0,225
1.0,1,1,0,35,1,35,26,99,1,0,0,0,1,0,150
1.0,2,2,0,80,1,0,2,100,1,0,0,1,0,0,145
2.0,1,1,0,30,1,15,14,86,0,0,1,0,1,0,53
1.0,1,1,0,45,1,45,3,100,0,1,0,0,1,0,65
1.0,2,3,200,30,4,15,62,96,0,0,1,1,0,0,100
1.0,1,1,100,50,2,50,4,95,0,0,1,1,0,0,100
1.0,0,1,0,50,1,0,6,97,1,0,0,1,0,0,120
1.5,1,1,400,48,1,0,1,100,0,1,0,0,1,0,60
1.0,1,1,100,20,1,25,10,96,0,0,1,0,1,0,62
1.0,1,1,1000,100,2,25,1,100,0,0,1,0,1,0,90
1.0,1,1,0,35,1,30,24,100,1,0,0,0,1,0,150
1.5,1,2,100,75,4,50,41,99,0,1,0,1,0,0,139
1.0,1,1,0,10,2,25,39,95,0,1,0,1,0,0,80
2.0,2,2,0,60,4,20,63,94,0,1,0,1,0,0,148
1.0,1,1,0,30,3,100,15,99,0,1,0,1,0,0,115
1.0,2,4,0,60,4,15,21,89,0,0,1,1,0,0,196
1.5,2,4,0,160,6,75,11,100,1,0,0,1,0,0,290
1.0,1,1,100,120,1,0,15,100,0,1,0,1,0,0,175
1.0,0,1,200,60,1,0,2,100,0,1,0,1,0,0,91
1.0,0,1,500,75,2,35,8,100,1,0,0,1,0,0,106
1.0,1,1,250,50,1,25,5,88,0,1,0,0,1,0,45
1.0,1,1,100,30,1,5,6,90,0,0,0,0,1,0,55
1.0,1,1,250,60,3,30,25,97,0,1,0,1,0,0,165
2.0,2,3,100,0,2,75,34,100,1,0,0,1,0,0,450
1.0,1,2,0,30,2,20,6,84,0,0,1,1,0,0,115
1.0,1,1,200,25,1,0,53,100,0,0,1,0,1,0,70
1.0,1,1,0,15,1,0,20,91,0,0,1,0,1,0,50
1.0,2,2,0,60,4,20,62,91,0,1,0,1,0,0,138
1.0,1,1,0,15,1,15,2,100,0,0,1,0,1,0,50
1.0,1,1,250,100,1,0,1,100,1,0,0,1,0,0,250
1.0,1,2,0,80,1,20,28,94,0,0,1,0,1,0,89
1.0,1,1,0,30,1,0,1,80,1,0,0,0,1,0,36
1.0,1,2,1000,25,1,0,17,95,1,0,0,1,0,0,160
1.0,3,4,160,130,4,15,1,80,0,0,1,1,0,0,170
1.0,2,4,250,60,1,65,54,97,0,1,0,1,0,0,175
1.0,1,1,200,50,2,25,26,100,0,1,0,1,0,0,90
1.5,1,2,0,30,2,50,44,99,0,1,0,0,1,0,79
1.0,1,1,500,155,1,0,44,99,1,0,0,1,0,0,285
1.0,1,1,0,0,2,40,49,95,1,0,0,0,1,0,60
1.0,1,2,200,79,3,45,58,96,1,0,0,1,0,0,159
1.0,1,1,250,60,1,0,10,100,1,0,0,0,1,0,180
1.0,1,1,100,20,1,0,22,88,0,0,1,0,1,0,63
1.0,1,1,0,65,1,0,7,97,0,1,0,0,1,0,125
1.0,0,1,100,20,1,15,1,100,0,1,0,0,1,0,70
1.0,1,1,500,125,3,25,16,100,1,0,0,1,0,0,250
1.0,2,3,200,80,4,20,5,92,0,0,1,0,1,0,149
1.0,0,1,0,80,1,0,18,98,0,1,0,1,0,0,170
1.0,1,3,0,60,1,0,24,94,1,0,0,1,0,0,295
1.0,1,1,0,35,2,20,39,98,1,0,0,1,0,0,125
1.0,1,1,0,40,1,0,4,95,0,1,0,0,1,0,52
1.0,1,1,200,85,1,20,22,96,1,0,0,1,0,0,151
2.0,1,0,0,30,1,0,1,100,1,0,0,0,1,0,55
1.0,1,1,0,40,1,0,2,100,0,1,0,0,1,0,116
1.0,0,1,0,60,1,0,7,100,1,0,0,1,0,0,150
1.0,1,3,300,100,1,0,1,100,1,0,0,0,1,0,70
1.0,1,1,0,37,1,30,56,97,0,1,0,0,1,0,65
1.0,2,3,0,60,1,0,12,97,0,1,0,1,0,0,170
1.0,1,1,0,15,1,0,10,96,0,1,0,0,1,0,43
1.0,1,1,0,50,1,20,29,99,0,1,0,0,1,0,100
1.0,2,3,0,35,1,15,5,100,1,0,0,0,1,0,60
1.0,0,1,250,90,1,10,8,90,0,1,0,1,0,0,100
1.0,1,1,1000,50,1,0,24,98,1,0,0,0,1,0,90
1.0,3,3,800,175,4,25,33,99,0,1,0,1,0,0,195
1.0,1,1,500,150,1,0,1,100,1,0,0,1,0,0,142
1.0,1,1,0,20,1,15,18,94,0,1,0,0,1,0,55
1.0,1,1,500,150,1,0,3,93,1,0,0,1,0,0,142
1.0,1,2,0,40,1,0,9,98,0,1,0,1,0,0,150
1.0,1,1,0,0,1,5,4,90,0,1,0,0,1,0,65
1.0,2,3,300,100,1,0,1,100,0,1,0,1,0,0,200
1.0,1,1,250,35,1,20,2,100,0,1,0,0,1,0,65
2.0,1,1,0,15,1,0,13,75,0,1,0,0,1,0,55
1.0,2,5,150,200,5,50,27,95,1,0,0,1,0,0,175
1.0,0,1,0,100,1,0,1,100,1,0,0,1,0,0,150
1.0,1,1,0,25,1,15,8,95,0,1,0,0,1,0,59
2.0,2,3,0,99,1,0,7,100,1,0,0,1,0,0,339
2.0,2,3,0,99,1,0,4,100,1,0,0,1,0,0,339
1.0,1,3,0,80,2,20,53,97,1,0,0,1,0,0,195
1.0,1,1,0,25,1,10,64,92,0,1,0,0,1,0,55
1.0,1,1,0,90,2,50,13,100,0,1,0,1,0,0,136
1.0,0,1,0,0,1,18,14,94,1,0,0,0,1,0,49
1.0,1,2,200,95,2,10,8,86,1,0,0,1,0,0,150
